Info					LAZARUS							OFFICIAL							CHANGES																LEVEL - UP MOVES																											EGG MOVES																	TM/HM MOVES																																						MOVE TUTOR MOVES																								POKEDEX STATS							
Name	Nat #	#	Type		HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	Ability 1	Ability 2	Hidden Ability	Evolution	Item 1 - 50%	Item 2 - 5%	Location	Egg Groups		Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 23	Move 24	Move 25	Move 26	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 24	Move 25	Move 26	Move 27	Move 28	Move 29	Move 30	Move 31	Move 32	Move 33	Move 34	Move 35	Move 36	Move 37	Move 38	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Sprite #	EV Yield	Height (m)	Weight (kg)	Base Exp.	Catch Rate	Egg Cycles	Base Friendship	Growth Rate
Armarouge	936	303	Fire	Psychic	85	60	100	125	80	75	525	85	60	100	125	80	75	525	0	0	0	0	0	0	0	Flash Fire	Mega Launcher	Weak Armor	Auspicious Armor			Lastlight Road (wild)	Human-Like	Human-Like	Evo, Psyshock	1, Leer	1, Ember	1, Mystical Fire	1, Astonish	1, Wide Guard	8, Clear Smog	12, Fire Spin	16, Will-O-Wisp	20, Night Shade	24, Flame Charge	28, Incinerate	32, Lava Plume	34, Aura Sphere	37, Calm Mind	39, Ally Switch	41, Flamethrower	45, Expanding Force	50, Armor Cannon									Destiny Bond	Disable	Spite															TM04 - Calm Mind	TM05 - Psyshock	TM11 - Sunny Day	TM12 - Taunt	TM16 - Light Screen	TM17 - Protect	TM21 - Acid Spray	TM22 - Solar Beam	TM29 - Psychic	TM30 - Shadow Ball	TM33 - Reflect	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM51 - Will-O-Wisp	TM59 - Dark Pulse																						Endure	Psych Up	Sleep Talk																					936	2 Sp. Atk	1.5	85.0	263	25	35	20	Slow
Ceruledge	937	304	Fire	Ghost	75	125	80	60	100	85	525	75	125	80	60	100	85	525	0	0	0	0	0	0	0	Flash Fire	Sharpness	Weak Armor	Malicious Armor			Lastlight Road (wild)	Human-Like	Human-Like	Evo, Shadow Claw	1, Night Slash	1, Shadow Sneak	1, Quick Guard	1, Solar Blade	1, Leer	1, Ember	1, Astonish	8, Clear Smog	12, Fire Spin	16, Will-O-Wisp	20, Night Shade	24, Flame Charge	28, Incinerate	32, Lava Plume	34, Sacred Sword	37, Swords Dance	39, Ally Switch	41, Bitter Blade	45, Psycho Cut	50, Flare Blitz							Destiny Bond	Disable	Spite															TM02 - Dragon Claw	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM16 - Light Screen	TM17 - Protect	TM20 - Poison Jab	TM23 - Hex	TM30 - Shadow Ball	TM31 - Brick Break	TM33 - Reflect	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM51 - Will-O-Wisp																							Endure	Psych Up	Sleep Talk	Swords Dance																				937	2 Atk	1.6	62.0	263	25	35	20	Slow
Chinchou	170	305	Water	Electric	75	38	43	61	56	57	330	75	38	38	56	56	67	330	0	0	5	5	0	-10	0	Volt Absorb	Illuminate	Water Absorb			Deep Sea Scale	Marmaro Island (surf) Sea of Asteri W, Sea of Vulcai (dive) Sea of Asteri W, Sea of Asteri E, Myrrini Island, Sea of Vulcai, Fresco Isles (SR)(fish)	Water 2	Water 2	1, Bubble	1, Supersonic	6, Thunder Wave	9, Electro Ball	12, Water Gun	17, Confuse Ray	20, Bubble Beam	23, Spark	28, Signal Beam	31, Flail	34, Discharge	37, Yawn	39, Surf	42, Aqua Ring	45, Hydro Pump	47, Ion Deluge	50, Glitzy Glow											Flail	Screech	Amnesia	Psybeam	Whirlpool	Agility	Mist	Shock Wave	Brine	Water Pulse	Soak							TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM32 - Double Team	TM34 - Shock Wave	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM54 - Dazzling Gleam	TM56 - Scald	TM58 - Thunder Wave	HM03 - Surf	HM05 - Flash	HM07 - Waterfall	HM08 - Dive																		Double-Edge	Endure	Icy Wind	Sleep Talk	Snore	Swagger																		170	1 HP	0.5	12.0	66	190	20	50	Slow
Lanturn	171	306	Water	Electric	125	58	63	81	76	62	465	125	58	58	76	76	67	460	0	0	5	5	0	-5	5	Volt Absorb	Illuminate	Water Absorb	Lv. 27		Deep Sea Scale	Sea of Asteri W, Sea of Asteri E, Myrrini Island, Sea of Vulcai (SR)(fish)	Water 2	Water 2	Evo, Tail Glow	1, Stockpile	1, Swallow	1, Spit Up	1, Charge	1, Eerie Impulse	1, Spotlight	1, Bubble	1, Supersonic	6, Thunder Wave	9, Electro Ball	12, Water Gun	17, Confuse Ray	20, Bubble Beam	23, Spark	28, Signal Beam	31, Flail	34, Discharge	37, Yawn	39, Surf	42, Aqua Ring	45, Hydro Pump	47, Ion Deluge	50, Glitzy Glow				Flail	Screech	Amnesia	Psybeam	Whirlpool	Agility	Mist	Shock Wave	Brine	Water Pulse	Soak							TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM32 - Double Team	TM34 - Shock Wave	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM54 - Dazzling Gleam	TM56 - Scald	TM58 - Thunder Wave	HM03 - Surf	HM05 - Flash	HM07 - Waterfall	HM08 - Dive																		Double-Edge	Endure	Icy Wind	Sleep Talk	Snore	Swagger																		171	2 HP	1.2	22.5	161	75	20	50	Slow
Shellder	90	307	Water		30	65	100	45	25	40	305	30	65	100	45	25	40	305	0	0	0	0	0	0	0	Shell Armor	Skill Link	Overcoat		Pearl	Big Pearl	Pythios Town, Froslass Cavern B2F (surf) Froslass Cavern B2F, Palati City, Corrin Crossing, Port Pello, The Nyx Trails, Pollen Road, Davosi Straits (GR) Froslass Cavern B2F, Sofos City, Kipos Town, Corrin Crossing, Port Pello, The Nyx Trails (OR)(fish)	Water 3	Water 3	1, Tackle	1, Water Gun	4, Withdraw	8, Supersonic	13, Icicle Spear	16, Protect	20, Leer	23, Clamp	26, Ice Shard	29, Razor Shell	32, Spike Cannon	35, Spikes	37, Aurora Beam	39, Whirlpool	42, Icicle Crash	44, Brine	47, Iron Defense	52, Ice Beam	56, Shell Smash	61, Hydro Pump								Bubble Beam	Take Down	Barrier	Rapid Spin	Screech	Icicle Spear	Mud Shot	Rock Blast	Water Pulse	Aqua Ring	Avalanche	Twineedle						TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM32 - Double Team	TM33 - Reflect	TM42 - Facade	TM44 - Rest	TM45 - Attract	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																								Double-Edge	Endure	Explosion	Icy Wind	Sleep Talk	Snore	Swagger	Swift																90	1 Def	0.3	4.0	61	190	20	50	Slow
Cloyster	91	308	Water	Ice	50	95	180	85	50	70	530	50	95	180	85	45	70	525	0	0	0	0	5	0	5	Shell Armor	Skill Link	Overcoat	Water Stone	Pearl	Big Pearl	Pollen Road, Davosi Straits (SR)(fish)	Water 3	Water 3	Evo, Spike Cannon	1, Tackle	1, Water Gun	4, Withdraw	8, Supersonic	13, Icicle Spear	16, Protect	20, Leer	23, Clamp	26, Ice Shard	29, Razor Shell	32, Spike Cannon	35, Spikes	37, Aurora Beam	39, Whirlpool	42, Icicle Crash	44, Brine	47, Iron Defense	52, Ice Beam	56, Shell Smash	61, Hydro Pump							Bubble Beam	Take Down	Barrier	Rapid Spin	Screech	Icicle Spear	Mud Shot	Rock Blast	Water Pulse	Aqua Ring	Avalanche	Twineedle						TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM32 - Double Team	TM33 - Reflect	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM52 - Frost Breath	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																				Body Slam	Double-Edge	Endure	Explosion	Icy Wind	Sleep Talk	Snore	Swagger	Swift															91	2 Def	1.5	132.5	184	60	20	50	Slow
Clamperl	366	309	Water		35	64	85	74	55	32	345	35	64	85	74	55	32	345	0	0	0	0	0	0	0	Shell Armor		Rattled		Pearl	Big Pearl	Sea of Asteri E, Sea of Vulcai (dive) Sea of Asteri W, Sea of Asteri E, Péntepetal City, Sea of Vulcai, Fresco Isles, Palati City, Corrin Crossing, Port Pello, The Nyx Trails (SR) Pythios Cemetery, Sea of Asteri W, Sea of Asteri E, Sea of Vulcai, Fresco Isles, Palati City, Corrin Crossing, Port Pello, The Nyx Trails (GR)(fish)	Water 1	Water 1	1, Clamp	1, Water Gun	1, Whirlpool	1, Iron Defense	50, Shell Smash																							Refresh	Mud Sport	Body Slam	Supersonic	Barrier	Confuse Ray	Aqua Ring	Muddy Water	Water Pulse	Brine	Endure							TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM32 - Double Team	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM56 - Scald	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																								Body Slam	Double-Edge	Endure	Icy Wind	Sleep Talk	Snore	Swagger																	366	1 Def	0.4	52.5	69	255	20	50	Erratic
Huntail	367	310	Water	Dragon	55	119	105	94	75	57	505	55	104	105	94	75	52	485	0	15	0	0	0	5	20	Intimidate		Water Veil	Deep Sea Tooth		Deep Sea Tooth	Pollen Road (SR)(fish)	Water 1	Water 1	Evo, Breaking Swipe	1, Whirlpool	1, Bite	5, Screech	9, Scary Face	11, Feint Attack	14, Water Pulse	16, Ice Fang	19, Brine	23, Sucker Punch	26, Dive	29, Dragon Dance	29, Baton Pass	32, Crunch	35, Dragon Rush	39, Aqua Tail	43, Wicked Blow	45, Coil	50, Hydro Pump									Refresh	Mud Sport	Body Slam	Supersonic	Barrier	Confuse Ray	Aqua Ring	Muddy Water	Water Pulse	Brine	Endure							TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM32 - Double Team	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM56 - Scald	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																							Body Slam	Double-Edge	Endure	Icy Wind	Mud-Slap	Sleep Talk	Snore	Swagger	Swift															367	1 Atk, 1 Def	1.7	27.0	170	60	20	50	Erratic
Gorebyss	368	311	Water	Fairy	75	74	105	114	85	52	505	55	84	105	114	75	52	485	20	-10	0	0	10	0	20	Regenerator		Hydration	Deep Sea Scale		Deep Sea Scale	Davosi Straits (SR)(fish)	Water 1	Water 1	Evo, Draining Kiss	1, Whirlpool	1, Confusion	5, Water Sport	9, Agility	11, Swift	14, Water Pulse	16, Amnesia	19, Aqua Ring	23, Captivate	26, Dive	29, Calm Mind	29, Baton Pass	32, Psychic	35, Dazzling Gleam	39, Aqua Tail	43, Moonblast	45, Coil	50, Hydro Pump									Refresh	Mud Sport	Body Slam	Supersonic	Barrier	Confuse Ray	Aqua Ring	Muddy Water	Water Pulse	Brine	Endure							TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM17 - Protect	TM18 - Rain Dance	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM56 - Scald	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																					Body Slam	Double-Edge	Endure	Icy Wind	Mud-Slap	Psych Up	Sleep Talk	Snore	Swagger	Swift														368	2 Sp. Atk	1.8	22.6	170	60	20	50	Erratic
Flabébé	669	312	Fairy		44	38	39	61	79	42	303	44	38	39	61	79	42	303	0	0	0	0	0	0	0	Flower Veil		Symbiosis				Acrisia Mountains Peak (wild)	Fairy	Fairy	1, Tackle	1, Vine Whip	6, Fairy Wind	10, Lucky Chant	15, Razor Leaf	20, Wish	22, Magical Leaf	24, Grassy Terrain	28, Petal Blizzard	33, Aromatherapy	37, Misty Terrain	41, Moonblast	45, Petal Dance	48, Solar Beam														Copycat	Captivate	Camouflage	Tearful Look														TM01 - Wish	TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM29 - Psychic	TM32 - Double Team	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM54 - Dazzling Gleam	HM05 - Flash																						Endure	Sleep Talk	Snore	Swagger	Swift																			669	1 Sp. Def	0.1	0.1	61	225	20	50	Medium Fast
Floette	670	313	Fairy		54	45	47	75	98	52	371	54	45	47	75	98	52	371	0	0	0	0	0	0	0	Flower Veil		Symbiosis	Lv. 19			Myrrini Island, Péntepetal City, Port Pello, Pollen Road (wild)	Fairy	Fairy	Evo, Draining Kiss	1, Tackle	1, Vine Whip	6, Fairy Wind	10, Lucky Chant	15, Razor Leaf	20, Wish	23, Magical Leaf	25, Grassy Terrain	28, Synthesis	33, Petal Blizzard	35, Aromatherapy	38, Pollen Puff	43, Misty Terrain	46, Moonblast	51, Petal Dance	58, Solar Beam											Copycat	Captivate	Camouflage	Tearful Look														TM01 - Wish	TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM29 - Psychic	TM32 - Double Team	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM48 - Skill Swap	TM54 - Dazzling Gleam	HM05 - Flash																					Endure	Metronome	Sleep Talk	Snore	Swagger	Swift																		670	2 Sp. Def	0.2	0.9	130	120	20	50	Medium Fast
Florges	671	314	Fairy		78	65	68	112	154	75	552	78	65	68	112	154	75	552	0	0	0	0	0	0	0	Flower Veil		Symbiosis	Shiny Stone			Port Pello (wild)	Fairy	Fairy	Evo, Giga Drain	1, Disarming Voice	1, Draining Kiss	1, Tackle	1, Vine Whip	6, Fairy Wind	10, Lucky Chant	15, Razor Leaf	20, Wish	23, Magical Leaf	25, Grassy Terrain	28, Synthesis	33, Petal Blizzard	35, Aromatherapy	38, Pollen Puff	43, Misty Terrain	46, Moonblast	51, Petal Dance	58, Solar Beam									Copycat	Captivate	Camouflage	Tearful Look														TM01 - Wish	TM04 - Calm Mind	TM06 - Toxic	TM11 - Sunny Day	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM29 - Psychic	TM32 - Double Team	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM48 - Skill Swap	TM54 - Dazzling Gleam	HM05 - Flash																					Endure	Metronome	Sleep Talk	Snore	Swagger	Swift																		671	3 Sp. Def	1.1	10.0	276	45	20	50	Medium Fast
Igglybuff	174	315	Normal	Fairy	90	30	20	40	20	15	215	90	30	15	40	20	15	210	0	0	5	0	0	0	5	Cute Charm	Competitive	Huge Power				Kipos Town (wild)	-	-	1, Sing	1, Charm	3, Defense Curl	5, Pound	9, Sweet Kiss	11, Copycat																						Perish Song	Present	Feint Attack	Wish	Fake Tears	Last Resort	Covet	Gravity	Sleep Talk	Captivate	Punishment	Misty Terrain	Heal Pulse					TM01 - Wish	TM03 - Water Pulse	TM06 - Toxic	TM11 - Sunny Day	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM54 - Dazzling Gleam	TM58 - Thunder Wave	HM05 - Flash																Body Slam	Counter	Defense Curl	Double-Edge	Dream Eater	Endure	Icy Wind	Mega Kick	Mega Punch	Mud-Slap	Psych Up	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift							174	1 HP	0.3	1.0	42	170	10	50	Fast
Jigglypuff	39	316	Normal	Fairy	115	45	25	45	25	20	275	115	45	20	45	25	20	270	0	0	5	0	0	0	5	Cute Charm	Competitive	Huge Power	Lv. 12		Moon Stone	Myrrini Island, Port Pello (wild)	Fairy	Fairy	1, Sing	3, Defense Curl	5, Pound	9, Play Nice	11, Disarming Voice	14, Disable	17, Double Slap	20, Rollout	22, Round	25, Stockpile	25, Swallow	25, Spit Up	27, Wake-Up Slap	30, Rest	32, Body Slam	35, Gyro Ball	38, Mimic	41, Hyper Voice	45, Double-Edge									Perish Song	Present	Feint Attack	Wish	Fake Tears	Last Resort	Covet	Gravity	Sleep Talk	Captivate	Punishment	Misty Terrain	Heal Pulse					TM01 - Wish	TM03 - Water Pulse	TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM53 - Power-Up Punch	TM54 - Dazzling Gleam	TM58 - Thunder Wave	TM59 - Dark Pulse	HM04 - Strength	HM05 - Flash		Body Slam	Counter	Defense Curl	Double-Edge	Dream Eater	Dynamic Punch	Endure	Fire Punch	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Mud-Slap	Psych Up	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch		39	2 HP	0.5	5.5	95	170	10	50	Fast
Wigglytuff	40	317	Normal	Fairy	140	60	50	85	55	45	435	140	70	45	85	50	45	435	0	-10	5	0	5	0	0	Cute Charm	Competitive	Huge Power	Moon Stone		Moon Stone	Port Pello (wild)	Fairy	Fairy	Evo, Spirit Break	1, Sing	3, Defense Curl	5, Pound	9, Play Nice	11, Disarming Voice	14, Disable	17, Double Slap	20, Rollout	22, Round	25, Stockpile	25, Swallow	25, Spit Up	27, Wake-Up Slap	30, Rest	32, Body Slam	35, Gyro Ball	38, Mimic	41, Hyper Voice	45, Double-Edge								Perish Song	Present	Feint Attack	Wish	Fake Tears	Last Resort	Covet	Gravity	Sleep Talk	Captivate	Punishment	Misty Terrain	Heal Pulse					TM01 - Wish	TM03 - Water Pulse	TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM53 - Power-Up Punch	TM54 - Dazzling Gleam	TM58 - Thunder Wave	TM59 - Dark Pulse	HM04 - Strength	HM05 - Flash		Body Slam	Counter	Defense Curl	Double-Edge	Dream Eater	Dynamic Punch	Endure	Fire Punch	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Mud-Slap	Psych Up	Rollout	Seismic Toss	Sleep Talk	Snore	Swagger	Swift	Thunder Punch		40	3 HP	1.0	12.0	218	50	10	50	Fast
Helioptile	694	318	Electric	Normal	44	38	33	61	43	70	289	44	38	33	61	43	70	289	0	0	0	0	0	0	0	Dry Skin	Sand Veil	Solar Power				Sofos City, Lastlight Road, Fresco Isles (wild)	Dragon	Monster	1, Pound	1, Tail Whip	6, Thunder Shock	11, Charge	13, Mud-Slap	17, Quick Attack	20, Dig	22, Uproar	25, Parabolic Charge	27, Nuzzle	29, Flame Burst	31, Thunder Wave	34, Bulldoze	36, Volt Switch	38, Discharge	41, Flamethrower	43, Electrify	46, Thunderbolt	50, Hyper Voice									Agility	Glare	Camouflage	Electric Terrain														TM06 - Toxic	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM32 - Double Team	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM58 - Thunder Wave	TM59 - Dark Pulse	HM01 - Cut	HM03 - Surf	HM05 - Flash																		Endure	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift																694	1 Spe	0.5	6.0	58	190	20	50	Medium Fast
Heliolisk	695	319	Electric	Normal	62	55	52	119	94	109	491	62	55	52	109	94	109	481	0	0	0	10	0	0	10	Dry Skin	Sand Veil	Solar Power	Sun Stone			Helioptile (wild)	Dragon	Monster	Evo, Snarl	Evo, Eerie Impulse	1, Pound	1, Tail Whip	6, Thunder Shock	11, Charge	13, Mud-Slap	17, Quick Attack	20, Dig	22, Uproar	25, Parabolic Charge	27, Nuzzle	29, Flame Burst	31, Thunder Wave	34, Bulldoze	36, Volt Switch	38, Discharge	41, Flamethrower	43, Electrify	46, Thunderbolt	50, Hyper Voice							Agility	Glare	Camouflage	Electric Terrain														TM06 - Toxic	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM32 - Double Team	TM34 - Shock Wave	TM35 - Flamethrower	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM58 - Thunder Wave	TM59 - Dark Pulse	HM01 - Cut	HM03 - Surf	HM05 - Flash																Endure	Fire Punch	Mega Kick	Mega Punch	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Thunder Punch												695	1 Sp. Atk, 1 Spe	1.0	21.0	168	75	20	50	Medium Fast
Falinks	870	320	Fighting	Bug	65	100	100	70	60	75	470	65	100	100	70	60	75	470	0	0	0	0	0	0	0	Battle Armor		Defiant				Erinys Path E (wild)	Fairy	Mineral	1, Tackle	1, Protect	5, Rock Smash	10, Focus Energy	14, Headbutt	17, Bug Bite	19, Metal Claw	22, Bulk Up	24, Endure	27, Spiky Shield	30, Reversal	34, Body Press	36, First Impression	38, Iron Head	40, No Retreat	42, Iron Defense	46, Bullet Seed	50, Close Combat	53, Population Bomb	56, Megahorn	60, Counter							Incompatible																	TM08 - Bulk Up	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM31 - Brick Break	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	HM06 - Rock Smash																													Body Slam	Counter	Endure	Psych Up	Rock Slide	Sleep Talk	Snore	Swords Dance																870	2 Atk, 1 Sp. Def	3.0	62.0	165	45	25	50	Medium Fast
Trapinch	328	321	Ground		45	100	45	45	45	10	290	45	100	45	45	45	10	290	0	0	0	0	0	0	0	Hyper Cutter	Arena Trap	Sheer Force			Soft Sand	Pythios Cemetery, Fresco Isles (wild)	Bug	Dragon	1, Sand Attack	1, Bite	1, Feint Attack	1, Bide	5, Mud-Slap	8, Bulldoze	12, Sand Tomb	15, Rock Slide	19, Dig	22, Crunch	26, Stomping Tantrum	29, Feint	33, Earth Power	36, Sandstorm	40, Superpower	43, Attack Order	47, Fissure											Focus Energy	Quick Attack	Gust	Flail	Fury Cutter	Mud Shot	Endure	Earth Power	Bug Bite	Signal Beam								TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	HM04 - Strength	HM06 - Rock Smash																							Body Slam	Double-Edge	Endure	Fury Cutter	Mud-Slap	Rock Slide	Sleep Talk	Snore	Swagger															328	1 Atk	0.7	15.0	58	255	20	50	Medium Slow
Vibrava	329	322	Ground	Dragon	50	75	55	50	55	85	370	50	70	50	50	50	70	340	0	5	5	0	5	15	30	Levitate		Sheer Force	Lv. 22			Trapinch (evolve)	Bug	Dragon	Evo, Leech Life	1, Dragon Breath	1, Sand Attack	1, Sonic Boom	1, Feint Attack	1, Bide	5, Mud-Slap	8, Bulldoze	12, Sand Tomb	15, Rock Slide	19, Supersonic	22, Screech	26, Stomping Tantrum	28, Bug Buzz	30, Breaking Swipe	33, Earth Power	36, Sandstorm	38, Hyper Voice	41, Dragon Dance	43, Leech Life	49, Attack Order							Focus Energy	Quick Attack	Gust	Flail	Fury Cutter	Mud Shot	Endure	Earth Power	Bug Bite	Signal Beam								TM02 - Dragon Claw	TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM47 - Steel Wing	TM49 - Bulldoze	TM57 - Roost	TM60 - Dragon Dance	HM02 - Fly	HM04 - Strength	HM06 - Rock Smash																	Body Slam	Double-Edge	Endure	Fury Cutter	Mud-Slap	Rock Slide	Sleep Talk	Snore	Swagger	Swift														329	1 Atk, 1 Spe	1.1	15.3	119	120	20	50	Medium Slow
